Month,site,specialty,AdmissionStatus,WeeksWaitCategory,PathwayCount
2024-08,LH,Neuro,NonAdmitted,0-17 weeks,587
2024-08,LH,Neuro,NonAdmitted,18-51 weeks,1150
2024-08,LH,Neuro,NonAdmitted,52+ weeks,188
2024-08,LH,Paed Cardio,NonAdmitted,0-17 weeks,98
2024-08,LH,Paed Cardio,NonAdmitted,18-51 weeks,61
2024-08,LH,Paed Cardio,NonAdmitted,52+ weeks,1
2024-08,LH,Paed Clin Haem,NonAdmitted,0-17 weeks,7
2024-08,LH,Paed Clin Haem,NonAdmitted,18-51 weeks,1
2024-08,LH,Paed Derm,Admitted,0-17 weeks,1
2024-08,LH,Paed Derm,Admitted,18-51 weeks,1
2024-08,LH,Paed Derm,NonAdmitted,0-17 weeks,204
2024-08,LH,Paed Derm,NonAdmitted,18-51 weeks,38
2024-08,LH,Paed Endocrin,NonAdmitted,0-17 weeks,5
2024-08,LH,Paed Endocrin,NonAdmitted,18-51 weeks,2
2024-08,LH,Paed ENT,Admitted,0-17 weeks,156
2024-08,LH,Paed ENT,Admitted,18-51 weeks,223
2024-08,LH,Paed ENT,Admitted,52+ weeks,40
2024-08,LH,Paed ENT,NonAdmitted,0-17 weeks,827
2024-08,LH,Paed ENT,NonAdmitted,18-51 weeks,820
2024-08,LH,Paed ENT,NonAdmitted,52+ weeks,74
2024-08,LH,Paed Gastro,NonAdmitted,0-17 weeks,51
2024-08,LH,Paed Gastro,NonAdmitted,18-51 weeks,27
2024-08,LH,Paed Ophthal,NonAdmitted,0-17 weeks,180
2024-08,LH,Paed Ophthal,NonAdmitted,18-51 weeks,30
2024-08,LH,Paed Rheum,NonAdmitted,0-17 weeks,35
2024-08,LH,Paed Rheum,NonAdmitted,18-51 weeks,19
2024-08,LH,Paed Surg,Admitted,0-17 weeks,50
2024-08,LH,Paed Surg,Admitted,18-51 weeks,6
2024-08,LH,Paed Surg,Admitted,52+ weeks,1
2024-08,LH,Paed Surg,NonAdmitted,0-17 weeks,120
2024-08,LH,Paed Surg,NonAdmitted,18-51 weeks,5
2024-08,LH,Paed T&O,Admitted,0-17 weeks,1
2024-08,LH,Paed T&O,Admitted,18-51 weeks,3
2024-08,LH,Paed T&O,Admitted,52+ weeks,1
2024-08,LH,Paed T&O,NonAdmitted,0-17 weeks,1
2024-08,LH,Paediatrics,NonAdmitted,0-17 weeks,664
2024-08,LH,Paediatrics,NonAdmitted,18-51 weeks,243
2024-08,LH,Paediatrics,NonAdmitted,52+ weeks,3
2024-08,LH,Pain Manage,Admitted,0-17 weeks,75
2024-08,LH,Pain Manage,Admitted,18-51 weeks,66
2024-08,LH,Pain Manage,Admitted,52+ weeks,7
2024-08,LH,Pain Manage,NonAdmitted,0-17 weeks,340
2024-08,LH,Pain Manage,NonAdmitted,18-51 weeks,546
2024-08,LH,Pain Manage,NonAdmitted,52+ weeks,50
2024-08,LH,Physio,Admitted,0-17 weeks,17
2024-08,LH,Physio,Admitted,18-51 weeks,26
2024-08,LH,Physio,Admitted,52+ weeks,2
2024-08,LH,Physio,NonAdmitted,0-17 weeks,5
2024-08,LH,Physio,NonAdmitted,18-51 weeks,4
2024-08,LH,Podiatric Surgery,Admitted,0-17 weeks,10
2024-08,LH,Podiatric Surgery,Admitted,18-51 weeks,13
2024-08,LH,Podiatric Surgery,Admitted,52+ weeks,3
2024-08,LH,Podiatric Surgery,NonAdmitted,0-17 weeks,1
2024-08,LH,Podiatric Surgery,NonAdmitted,18-51 weeks,6
2024-08,LH,Resp Med,Admitted,0-17 weeks,5
2024-08,LH,Resp Med,NonAdmitted,0-17 weeks,496
2024-08,LH,Resp Med,NonAdmitted,18-51 weeks,119
2024-08,LH,Rheum,Admitted,0-17 weeks,7
2024-08,LH,Rheum,Admitted,18-51 weeks,10
2024-08,LH,Rheum,Admitted,52+ weeks,7
2024-08,LH,Rheum,NonAdmitted,0-17 weeks,286
2024-08,LH,Rheum,NonAdmitted,18-51 weeks,3
2024-08,LH,T&O,Admitted,0-17 weeks,448
2024-08,LH,T&O,Admitted,18-51 weeks,794
2024-08,LH,T&O,Admitted,52+ weeks,155
2024-08,LH,T&O,NonAdmitted,0-17 weeks,1470
2024-08,LH,T&O,NonAdmitted,18-51 weeks,823
2024-08,LH,T&O,NonAdmitted,52+ weeks,98
2024-08,LH,Upper Gast Surg,Admitted,0-17 weeks,21
2024-08,LH,Upper Gast Surg,Admitted,18-51 weeks,10
2024-08,LH,Upper Gast Surg,NonAdmitted,0-17 weeks,193
2024-08,LH,Upper Gast Surg,NonAdmitted,18-51 weeks,44
2024-08,LH,Upper Gast Surg,NonAdmitted,52+ weeks,2
2024-08,LH,Urology,Admitted,0-17 weeks,112
2024-08,LH,Urology,Admitted,18-51 weeks,74
2024-08,LH,Urology,Admitted,52+ weeks,7
2024-08,LH,Urology,NonAdmitted,0-17 weeks,18
2024-08,LH,Urology,NonAdmitted,18-51 weeks,7
2024-08,LH,Vasc Surg,Admitted,0-17 weeks,27
2024-08,LH,Vasc Surg,Admitted,18-51 weeks,68
2024-08,LH,Vasc Surg,Admitted,52+ weeks,25
2024-08,LH,Vasc Surg,NonAdmitted,0-17 weeks,370
2024-08,LH,Vasc Surg,NonAdmitted,18-51 weeks,544
2024-08,LH,Vasc Surg,NonAdmitted,52+ weeks,211
2024-08,QE,Audiology,NonAdmitted,0-17 weeks,18
2024-08,QE,Audiology,NonAdmitted,18-51 weeks,4
2024-08,QE,Breast Surg,Admitted,0-17 weeks,12
2024-08,QE,Breast Surg,Admitted,18-51 weeks,3
2024-08,QE,Breast Surg,NonAdmitted,0-17 weeks,296
2024-08,QE,Breast Surg,NonAdmitted,18-51 weeks,13
2024-08,QE,Cardio,Admitted,0-17 weeks,36
2024-08,QE,Cardio,Admitted,18-51 weeks,25
2024-08,QE,Cardio,Admitted,52+ weeks,4
2024-08,QE,Cardio,NonAdmitted,0-17 weeks,1140
2024-08,QE,Cardio,NonAdmitted,18-51 weeks,922
2024-08,QE,Cardio,NonAdmitted,52+ weeks,39
2024-08,QE,Clin Haem,Admitted,0-17 weeks,4
2024-08,QE,Clin Haem,Admitted,18-51 weeks,2
2024-08,QE,Clin Haem,NonAdmitted,0-17 weeks,166
2024-08,QE,Clin Haem,NonAdmitted,18-51 weeks,189
2024-08,QE,Clin Haem,NonAdmitted,52+ weeks,20
2024-08,QE,Colorect Surg,Admitted,0-17 weeks,134
2024-08,QE,Colorect Surg,Admitted,18-51 weeks,72
2024-08,QE,Colorect Surg,Admitted,52+ weeks,17
2024-08,QE,Colorect Surg,NonAdmitted,0-17 weeks,883
2024-08,QE,Colorect Surg,NonAdmitted,18-51 weeks,617
2024-08,QE,Colorect Surg,NonAdmitted,52+ weeks,27
2024-08,QE,Derm,NonAdmitted,0-17 weeks,1482
2024-08,QE,Derm,NonAdmitted,18-51 weeks,1135
2024-08,QE,Derm,NonAdmitted,52+ weeks,114
2024-08,QE,Diabetic,NonAdmitted,0-17 weeks,90
2024-08,QE,Diabetic,NonAdmitted,18-51 weeks,15
2024-08,QE,Endocrin,NonAdmitted,0-17 weeks,266
2024-08,QE,Endocrin,NonAdmitted,18-51 weeks,41
2024-08,QE,ENT,Admitted,0-17 weeks,22
2024-08,QE,ENT,Admitted,18-51 weeks,24
2024-08,QE,ENT,Admitted,52+ weeks,7
2024-08,QE,ENT,NonAdmitted,0-17 weeks,1375
2024-08,QE,ENT,NonAdmitted,18-51 weeks,692
2024-08,QE,ENT,NonAdmitted,52+ weeks,115
2024-08,QE,Gastro,Admitted,0-17 weeks,146
2024-08,QE,Gastro,Admitted,18-51 weeks,29
2024-08,QE,Gastro,Admitted,52+ weeks,8
2024-08,QE,Gastro,NonAdmitted,0-17 weeks,1501
2024-08,QE,Gastro,NonAdmitted,18-51 weeks,1291
2024-08,QE,Gastro,NonAdmitted,52+ weeks,152
2024-08,QE,Gen Med,Admitted,0-17 weeks,1
2024-08,QE,Gen Med,NonAdmitted,0-17 weeks,692
2024-08,QE,Gen Med,NonAdmitted,18-51 weeks,10
2024-08,QE,Gen Med,NonAdmitted,52+ weeks,1
2024-08,QE,Gen Surg,Admitted,0-17 weeks,263
2024-08,QE,Gen Surg,Admitted,18-51 weeks,289
2024-08,QE,Gen Surg,Admitted,52+ weeks,55
2024-08,QE,Gen Surg,NonAdmitted,0-17 weeks,452
2024-08,QE,Gen Surg,NonAdmitted,18-51 weeks,264
2024-08,QE,Gen Surg,NonAdmitted,52+ weeks,56
2024-08,QE,Geriatric Med,NonAdmitted,0-17 weeks,31
2024-08,QE,Gynae,Admitted,0-17 weeks,206
2024-08,QE,Gynae,Admitted,18-51 weeks,236
2024-08,QE,Gynae,Admitted,52+ weeks,64
2024-08,QE,Gynae,NonAdmitted,0-17 weeks,2240
2024-08,QE,Gynae,NonAdmitted,18-51 weeks,1351
2024-08,QE,Gynae,NonAdmitted,52+ weeks,172
2024-08,QE,Med Oncol,Admitted,0-17 weeks,19
2024-08,QE,Med Oncol,NonAdmitted,0-17 weeks,28
2024-08,QE,Med Oncol,NonAdmitted,18-51 weeks,3
2024-08,QE,Nephro,NonAdmitted,0-17 weeks,293
2024-08,QE,Nephro,NonAdmitted,18-51 weeks,90
2024-08,QE,Neuro,Admitted,0-17 weeks,1
2024-08,QE,Neuro,NonAdmitted,0-17 weeks,1052
2024-08,QE,Neuro,NonAdmitted,18-51 weeks,980
2024-08,QE,Neuro,NonAdmitted,52+ weeks,98
2024-08,QE,Paed Cardio,NonAdmitted,0-17 weeks,35
2024-08,QE,Paed Cardio,NonAdmitted,18-51 weeks,8
2024-08,QE,Paed Clin Haem,NonAdmitted,0-17 weeks,1
2024-08,QE,Paed Derm,NonAdmitted,0-17 weeks,89
2024-08,QE,Paed Derm,NonAdmitted,18-51 weeks,228
2024-08,QE,Paed Diab Med,NonAdmitted,0-17 weeks,4
2024-08,QE,Paed Endocrin,NonAdmitted,0-17 weeks,4
2024-08,QE,Paed Endocrin,NonAdmitted,18-51 weeks,5
2024-08,QE,Paed ENT,Admitted,0-17 weeks,15
2024-08,QE,Paed ENT,Admitted,18-51 weeks,13
2024-08,QE,Paed ENT,Admitted,52+ weeks,4
2024-08,QE,Paed ENT,NonAdmitted,0-17 weeks,571
2024-08,QE,Paed ENT,NonAdmitted,18-51 weeks,137
2024-08,QE,Paed ENT,NonAdmitted,52+ weeks,20
2024-08,QE,Paed Gastro,NonAdmitted,0-17 weeks,6
2024-08,QE,Paed Med Oncol,Admitted,0-17 weeks,1
2024-08,QE,Paed Med Oncol,NonAdmitted,0-17 weeks,14
2024-08,QE,Paed Med Oncol,NonAdmitted,18-51 weeks,1
2024-08,QE,Paed Surg,Admitted,0-17 weeks,1
2024-08,QE,Paed Surg,NonAdmitted,0-17 weeks,8
2024-08,QE,Paed T&O,Admitted,0-17 weeks,3
2024-08,QE,Paed T&O,Admitted,18-51 weeks,5
2024-08,QE,Paed T&O,NonAdmitted,0-17 weeks,205
2024-08,QE,Paed T&O,NonAdmitted,18-51 weeks,268
2024-08,QE,Paed T&O,NonAdmitted,52+ weeks,30
2024-08,QE,Paediatrics,Admitted,0-17 weeks,15
2024-08,QE,Paediatrics,Admitted,18-51 weeks,3
2024-08,QE,Paediatrics,NonAdmitted,0-17 weeks,681
2024-08,QE,Paediatrics,NonAdmitted,18-51 weeks,219
2024-08,QE,Pain Manage,Admitted,0-17 weeks,35
2024-08,QE,Pain Manage,Admitted,18-51 weeks,58
2024-08,QE,Pain Manage,Admitted,52+ weeks,25
2024-08,QE,Pain Manage,NonAdmitted,0-17 weeks,305
2024-08,QE,Pain Manage,NonAdmitted,18-51 weeks,361
2024-08,QE,Pain Manage,NonAdmitted,52+ weeks,18
2024-08,QE,Physio,Admitted,0-17 weeks,3
2024-08,QE,Physio,Admitted,18-51 weeks,3
2024-08,QE,Physio,NonAdmitted,0-17 weeks,5
2024-08,QE,Plastics,Admitted,0-17 weeks,1
2024-08,QE,Plastics,NonAdmitted,0-17 weeks,11
2024-08,QE,Plastics,NonAdmitted,18-51 weeks,2
2024-08,QE,Plastics,NonAdmitted,52+ weeks,2
2024-08,QE,Resp Med,Admitted,0-17 weeks,44
2024-08,QE,Resp Med,Admitted,18-51 weeks,8
2024-08,QE,Resp Med,Admitted,52+ weeks,4
2024-08,QE,Resp Med,NonAdmitted,0-17 weeks,848
2024-08,QE,Resp Med,NonAdmitted,18-51 weeks,515
2024-08,QE,Resp Med,NonAdmitted,52+ weeks,55
2024-08,QE,Rheum,Admitted,0-17 weeks,4
2024-08,QE,Rheum,Admitted,18-51 weeks,2
2024-08,QE,Rheum,Admitted,52+ weeks,1
2024-08,QE,Rheum,NonAdmitted,0-17 weeks,421
2024-08,QE,Rheum,NonAdmitted,18-51 weeks,215
2024-08,QE,Rheum,NonAdmitted,52+ weeks,6
2024-08,QE,T&O,Admitted,0-17 weeks,246
2024-08,QE,T&O,Admitted,18-51 weeks,310
2024-08,QE,T&O,Admitted,52+ weeks,40
2024-08,QE,T&O,NonAdmitted,0-17 weeks,1046
2024-08,QE,T&O,NonAdmitted,18-51 weeks,383
2024-08,QE,T&O,NonAdmitted,52+ weeks,37
2024-08,QE,Upper Gast Surg,Admitted,18-51 weeks,1
2024-08,QE,Upper Gast Surg,NonAdmitted,0-17 weeks,45
2024-08,QE,Upper Gast Surg,NonAdmitted,18-51 weeks,38
2024-08,QE,Upper Gast Surg,NonAdmitted,52+ weeks,2
2024-08,QE,Urology,Admitted,0-17 weeks,78
2024-08,QE,Urology,Admitted,18-51 weeks,103
2024-08,QE,Urology,Admitted,52+ weeks,1
2024-08,QE,Urology,NonAdmitted,0-17 weeks,1450
2024-08,QE,Urology,NonAdmitted,18-51 weeks,957
2024-08,QE,Urology,NonAdmitted,52+ weeks,29
2024-08,QE,Vasc Surg,Admitted,0-17 weeks,1
2024-08,QE,Vasc Surg,Admitted,18-51 weeks,1
2024-08,QE,Vasc Surg,NonAdmitted,0-17 weeks,181
2024-08,QE,Vasc Surg,NonAdmitted,18-51 weeks,343
2024-08,QE,Vasc Surg,NonAdmitted,52+ weeks,60
2024-09,LH,A&E,NonAdmitted,0-17 weeks,3
2024-09,LH,Audiology,NonAdmitted,0-17 weeks,35
2024-09,LH,Audiology,NonAdmitted,18-51 weeks,3
2024-09,LH,Breast Surg,NonAdmitted,0-17 weeks,668
2024-09,LH,Breast Surg,NonAdmitted,18-51 weeks,21
2024-09,LH,Breast Surg,NonAdmitted,52+ weeks,2
2024-09,LH,Cardio,Admitted,0-17 weeks,7
2024-09,LH,Cardio,NonAdmitted,0-17 weeks,855
2024-09,LH,Cardio,NonAdmitted,18-51 weeks,619
2024-09,LH,Cardio,NonAdmitted,52+ weeks,106
2024-09,LH,Clin Haem,Admitted,0-17 weeks,28
2024-09,LH,Clin Haem,Admitted,18-51 weeks,7
2024-09,LH,Clin Haem,NonAdmitted,0-17 weeks,243
2024-09,LH,Clin Haem,NonAdmitted,18-51 weeks,85
2024-09,LH,Clin Haem,NonAdmitted,52+ weeks,7
2024-09,LH,Colorect Surg,Admitted,0-17 weeks,33
2024-09,LH,Colorect Surg,Admitted,18-51 weeks,14
2024-09,LH,Colorect Surg,Admitted,52+ weeks,1
2024-09,LH,Colorect Surg,NonAdmitted,0-17 weeks,250
2024-09,LH,Colorect Surg,NonAdmitted,18-51 weeks,25
2024-09,LH,Colorect Surg,NonAdmitted,52+ weeks,1
2024-09,LH,Derm,Admitted,0-17 weeks,193
2024-09,LH,Derm,Admitted,18-51 weeks,21
2024-09,LH,Derm,NonAdmitted,0-17 weeks,930
2024-09,LH,Derm,NonAdmitted,18-51 weeks,73
2024-09,LH,Diabetic,NonAdmitted,0-17 weeks,170
2024-09,LH,Diabetic,NonAdmitted,18-51 weeks,4
2024-09,LH,Endocrin,NonAdmitted,0-17 weeks,146
2024-09,LH,Endocrin,NonAdmitted,18-51 weeks,10
2024-09,LH,ENT,Admitted,0-17 weeks,478
2024-09,LH,ENT,Admitted,18-51 weeks,541
2024-09,LH,ENT,Admitted,52+ weeks,143
2024-09,LH,ENT,NonAdmitted,0-17 weeks,2628
2024-09,LH,ENT,NonAdmitted,18-51 weeks,3511
2024-09,LH,ENT,NonAdmitted,52+ weeks,362
2024-09,LH,Gastro,Admitted,0-17 weeks,288
2024-09,LH,Gastro,Admitted,18-51 weeks,112
2024-09,LH,Gastro,Admitted,52+ weeks,11
2024-09,LH,Gastro,NonAdmitted,0-17 weeks,1034
2024-09,LH,Gastro,NonAdmitted,18-51 weeks,1047
2024-09,LH,Gastro,NonAdmitted,52+ weeks,107
2024-09,LH,Gen Med,Admitted,0-17 weeks,1
2024-09,LH,Gen Med,NonAdmitted,0-17 weeks,206
2024-09,LH,Gen Med,NonAdmitted,18-51 weeks,150
2024-09,LH,Gen Surg,Admitted,0-17 weeks,294
2024-09,LH,Gen Surg,Admitted,18-51 weeks,408
2024-09,LH,Gen Surg,Admitted,52+ weeks,86
2024-09,LH,Gen Surg,NonAdmitted,0-17 weeks,870
2024-09,LH,Gen Surg,NonAdmitted,18-51 weeks,778
2024-09,LH,Gen Surg,NonAdmitted,52+ weeks,61
2024-09,LH,Geriatric Med,NonAdmitted,0-17 weeks,208
2024-09,LH,Geriatric Med,NonAdmitted,18-51 weeks,13
2024-09,LH,Gynae,Admitted,0-17 weeks,148
2024-09,LH,Gynae,Admitted,18-51 weeks,187
2024-09,LH,Gynae,Admitted,52+ weeks,69
2024-09,LH,Gynae,NonAdmitted,0-17 weeks,1869
2024-09,LH,Gynae,NonAdmitted,18-51 weeks,1548
2024-09,LH,Gynae,NonAdmitted,52+ weeks,149
2024-09,LH,Med Oncol,Admitted,0-17 weeks,60
2024-09,LH,Med Oncol,Admitted,18-51 weeks,1
2024-09,LH,Med Oncol,NonAdmitted,0-17 weeks,220
2024-09,LH,Med Oncol,NonAdmitted,18-51 weeks,10
2024-09,LH,Nephro,NonAdmitted,0-17 weeks,124
2024-09,LH,Nephro,NonAdmitted,18-51 weeks,15
2024-09,LH,Neuro,NonAdmitted,0-17 weeks,648
2024-09,LH,Neuro,NonAdmitted,18-51 weeks,1086
2024-09,LH,Neuro,NonAdmitted,52+ weeks,223
2024-09,LH,Paed Cardio,NonAdmitted,0-17 weeks,91
2024-09,LH,Paed Cardio,NonAdmitted,18-51 weeks,57
2024-09,LH,Paed Cardio,NonAdmitted,52+ weeks,4
2024-09,LH,Paed Clin Haem,NonAdmitted,0-17 weeks,7
2024-09,LH,Paed Derm,Admitted,18-51 weeks,1
2024-09,LH,Paed Derm,NonAdmitted,0-17 weeks,188
2024-09,LH,Paed Derm,NonAdmitted,18-51 weeks,42
2024-09,LH,Paed Diab Med,NonAdmitted,0-17 weeks,1
2024-09,LH,Paed Endocrin,NonAdmitted,0-17 weeks,11
2024-09,LH,Paed Endocrin,NonAdmitted,18-51 weeks,2
2024-09,LH,Paed ENT,Admitted,0-17 weeks,149
2024-09,LH,Paed ENT,Admitted,18-51 weeks,189
2024-09,LH,Paed ENT,Admitted,52+ weeks,25
2024-09,LH,Paed ENT,NonAdmitted,0-17 weeks,720
2024-09,LH,Paed ENT,NonAdmitted,18-51 weeks,740
2024-09,LH,Paed ENT,NonAdmitted,52+ weeks,51
2024-09,LH,Paed Gastro,NonAdmitted,0-17 weeks,41
2024-09,LH,Paed Gastro,NonAdmitted,18-51 weeks,37
2024-09,LH,Paed Ophthal,NonAdmitted,0-17 weeks,147
2024-09,LH,Paed Ophthal,NonAdmitted,18-51 weeks,28
2024-09,LH,Paed Rheum,NonAdmitted,0-17 weeks,41
2024-09,LH,Paed Rheum,NonAdmitted,18-51 weeks,14
2024-09,LH,Paed Surg,Admitted,0-17 weeks,48
2024-09,LH,Paed Surg,Admitted,18-51 weeks,7
2024-09,LH,Paed Surg,NonAdmitted,0-17 weeks,135
2024-09,LH,Paed Surg,NonAdmitted,18-51 weeks,3
2024-09,LH,Paed T&O,Admitted,0-17 weeks,2
2024-09,LH,Paed T&O,Admitted,18-51 weeks,3
2024-09,LH,Paed T&O,NonAdmitted,0-17 weeks,2
2024-09,LH,Paediatrics,NonAdmitted,0-17 weeks,601
2024-09,LH,Paediatrics,NonAdmitted,18-51 weeks,201
2024-09,LH,Paediatrics,NonAdmitted,52+ weeks,5
2024-09,LH,Pain Manage,Admitted,0-17 weeks,77
2024-09,LH,Pain Manage,Admitted,18-51 weeks,82
2024-09,LH,Pain Manage,Admitted,52+ weeks,5
2024-09,LH,Pain Manage,NonAdmitted,0-17 weeks,407
2024-09,LH,Pain Manage,NonAdmitted,18-51 weeks,504
2024-09,LH,Pain Manage,NonAdmitted,52+ weeks,50
2024-09,LH,Physio,Admitted,0-17 weeks,26
2024-09,LH,Physio,Admitted,18-51 weeks,21
2024-09,LH,Physio,Admitted,52+ weeks,1
2024-09,LH,Physio,NonAdmitted,0-17 weeks,11
2024-09,LH,Physio,NonAdmitted,18-51 weeks,2
2024-09,LH,Podiatric Surgery,Admitted,0-17 weeks,10
2024-09,LH,Podiatric Surgery,Admitted,18-51 weeks,5
2024-09,LH,Podiatric Surgery,Admitted,52+ weeks,1
2024-09,LH,Podiatric Surgery,NonAdmitted,18-51 weeks,5
2024-09,LH,Resp Med,Admitted,0-17 weeks,4
2024-09,LH,Resp Med,NonAdmitted,0-17 weeks,467
2024-09,LH,Resp Med,NonAdmitted,18-51 weeks,111
2024-09,LH,Rheum,Admitted,0-17 weeks,11
2024-09,LH,Rheum,Admitted,18-51 weeks,19
2024-09,LH,Rheum,Admitted,52+ weeks,4
2024-09,LH,Rheum,NonAdmitted,0-17 weeks,311
2024-09,LH,Rheum,NonAdmitted,18-51 weeks,10
2024-09,LH,T&O,Admitted,0-17 weeks,428
2024-09,LH,T&O,Admitted,18-51 weeks,776
2024-09,LH,T&O,Admitted,52+ weeks,155
2024-09,LH,T&O,NonAdmitted,0-17 weeks,1555
2024-09,LH,T&O,NonAdmitted,18-51 weeks,806
2024-09,LH,T&O,NonAdmitted,52+ weeks,72
2024-09,LH,Upper Gast Surg,Admitted,0-17 weeks,29
2024-09,LH,Upper Gast Surg,Admitted,18-51 weeks,9
2024-09,LH,Upper Gast Surg,NonAdmitted,0-17 weeks,181
2024-09,LH,Upper Gast Surg,NonAdmitted,18-51 weeks,56
2024-09,LH,Upper Gast Surg,NonAdmitted,52+ weeks,4
2024-09,LH,Urology,Admitted,0-17 weeks,124
2024-09,LH,Urology,Admitted,18-51 weeks,75
2024-09,LH,Urology,Admitted,52+ weeks,5
2024-09,LH,Urology,NonAdmitted,0-17 weeks,17
2024-09,LH,Urology,NonAdmitted,18-51 weeks,4
2024-09,LH,Urology,NonAdmitted,52+ weeks,1
2024-09,LH,Vasc Surg,Admitted,0-17 weeks,24
2024-09,LH,Vasc Surg,Admitted,18-51 weeks,50
2024-09,LH,Vasc Surg,Admitted,52+ weeks,27
2024-09,LH,Vasc Surg,NonAdmitted,0-17 weeks,362
2024-09,LH,Vasc Surg,NonAdmitted,18-51 weeks,537
2024-09,LH,Vasc Surg,NonAdmitted,52+ weeks,198
2024-09,QE,Audiology,NonAdmitted,0-17 weeks,14
2024-09,QE,Breast Surg,Admitted,0-17 weeks,23
2024-09,QE,Breast Surg,Admitted,18-51 weeks,2
2024-09,QE,Breast Surg,Admitted,52+ weeks,2
2024-09,QE,Breast Surg,NonAdmitted,0-17 weeks,280
2024-09,QE,Breast Surg,NonAdmitted,18-51 weeks,15
2024-09,QE,Cardio,Admitted,0-17 weeks,38
2024-09,QE,Cardio,Admitted,18-51 weeks,25
2024-09,QE,Cardio,Admitted,52+ weeks,3
2024-09,QE,Cardio,NonAdmitted,0-17 weeks,1135
2024-09,QE,Cardio,NonAdmitted,18-51 weeks,953
2024-09,QE,Cardio,NonAdmitted,52+ weeks,33
2024-09,QE,Clin Haem,Admitted,0-17 weeks,3
2024-09,QE,Clin Haem,Admitted,18-51 weeks,1
2024-09,QE,Clin Haem,NonAdmitted,0-17 weeks,178
2024-09,QE,Clin Haem,NonAdmitted,18-51 weeks,171
2024-09,QE,Clin Haem,NonAdmitted,52+ weeks,17
2024-09,QE,Colorect Surg,Admitted,0-17 weeks,132
2024-09,QE,Colorect Surg,Admitted,18-51 weeks,86
2024-09,QE,Colorect Surg,Admitted,52+ weeks,10
2024-09,QE,Colorect Surg,NonAdmitted,0-17 weeks,948
2024-09,QE,Colorect Surg,NonAdmitted,18-51 weeks,618
2024-09,QE,Colorect Surg,NonAdmitted,52+ weeks,34
2024-09,QE,Derm,NonAdmitted,0-17 weeks,1517
2024-09,QE,Derm,NonAdmitted,18-51 weeks,1174
2024-09,QE,Derm,NonAdmitted,52+ weeks,102
2024-09,QE,Diabetic,NonAdmitted,0-17 weeks,81
2024-09,QE,Diabetic,NonAdmitted,18-51 weeks,27
2024-09,QE,Endocrin,NonAdmitted,0-17 weeks,238
2024-09,QE,Endocrin,NonAdmitted,18-51 weeks,50
2024-09,QE,ENT,Admitted,0-17 weeks,33
2024-09,QE,ENT,Admitted,18-51 weeks,36
2024-09,QE,ENT,Admitted,52+ weeks,12
2024-09,QE,ENT,NonAdmitted,0-17 weeks,1454
2024-09,QE,ENT,NonAdmitted,18-51 weeks,787
2024-09,QE,ENT,NonAdmitted,52+ weeks,130
2024-09,QE,Gastro,Admitted,0-17 weeks,216
2024-09,QE,Gastro,Admitted,18-51 weeks,23
2024-09,QE,Gastro,Admitted,52+ weeks,5
2024-09,QE,Gastro,NonAdmitted,0-17 weeks,1460
2024-09,QE,Gastro,NonAdmitted,18-51 weeks,1280
2024-09,QE,Gastro,NonAdmitted,52+ weeks,164
2024-09,QE,Gen Med,Admitted,0-17 weeks,2
2024-09,QE,Gen Med,NonAdmitted,0-17 weeks,780
2024-09,QE,Gen Med,NonAdmitted,18-51 weeks,8
2024-09,QE,Gen Surg,Admitted,0-17 weeks,311
2024-09,QE,Gen Surg,Admitted,18-51 weeks,280
2024-09,QE,Gen Surg,Admitted,52+ weeks,46
2024-09,QE,Gen Surg,NonAdmitted,0-17 weeks,477
2024-09,QE,Gen Surg,NonAdmitted,18-51 weeks,229
2024-09,QE,Gen Surg,NonAdmitted,52+ weeks,47
2024-09,QE,Geriatric Med,NonAdmitted,0-17 weeks,41
2024-09,QE,Gynae,Admitted,0-17 weeks,229
2024-09,QE,Gynae,Admitted,18-51 weeks,225
2024-09,QE,Gynae,Admitted,52+ weeks,60
2024-09,QE,Gynae,NonAdmitted,0-17 weeks,2169
2024-09,QE,Gynae,NonAdmitted,18-51 weeks,1311
2024-09,QE,Gynae,NonAdmitted,52+ weeks,142
2024-09,QE,Med Oncol,Admitted,0-17 weeks,27
2024-09,QE,Med Oncol,Admitted,18-51 weeks,1
2024-09,QE,Med Oncol,NonAdmitted,0-17 weeks,39
2024-09,QE,Med Oncol,NonAdmitted,18-51 weeks,2
2024-09,QE,Nephro,NonAdmitted,0-17 weeks,295
2024-09,QE,Nephro,NonAdmitted,18-51 weeks,98
2024-09,QE,Neuro,Admitted,0-17 weeks,1
2024-09,QE,Neuro,NonAdmitted,0-17 weeks,1013
2024-09,QE,Neuro,NonAdmitted,18-51 weeks,1013
2024-09,QE,Neuro,NonAdmitted,52+ weeks,77
2024-09,QE,Paed Cardio,NonAdmitted,0-17 weeks,32
2024-09,QE,Paed Cardio,NonAdmitted,18-51 weeks,15
2024-09,QE,Paed Clin Haem,NonAdmitted,0-17 weeks,3
2024-09,QE,Paed Derm,NonAdmitted,0-17 weeks,72
2024-09,QE,Paed Derm,NonAdmitted,18-51 weeks,209
2024-09,QE,Paed Derm,NonAdmitted,52+ weeks,5
2024-09,QE,Paed Diab Med,NonAdmitted,0-17 weeks,12
2024-09,QE,Paed Endocrin,NonAdmitted,0-17 weeks,4
2024-09,QE,Paed Endocrin,NonAdmitted,18-51 weeks,3
